chart_week,current_week,title,performer
2005-03-19,2,Boulevard Of Broken Dreams,Green Day
2005-03-19,3,Let Me Love You,Mario
2005-03-19,4,How We Do,The Game Featuring 50 Cent
2005-03-19,5,Disco Inferno,50 Cent
2005-03-26,1,Candy Shop,50 Cent Featuring Olivia
2005-03-26,2,Boulevard Of Broken Dreams,Green Day
2005-03-26,3,Disco Inferno,50 Cent
2005-03-26,4,Obsession (No Es Amor),Frankie J Featuring Baby Bash
2005-03-26,5,Since U Been Gone,Kelly Clarkson
2005-04-02,1,Candy Shop,50 Cent Featuring Olivia
2005-04-02,2,Boulevard Of Broken Dreams,Green Day
2005-04-02,3,Obsession (No Es Amor),Frankie J Featuring Baby Bash
2005-04-02,4,Since U Been Gone,Kelly Clarkson
2005-04-02,5,Disco Inferno,50 Cent
2005-04-09,1,Candy Shop,50 Cent Featuring Olivia
2005-04-09,2,Since U Been Gone,Kelly Clarkson
2005-04-09,3,Hate It Or Love It,The Game Featuring 50 Cent
2005-04-09,4,Obsession (No Es Amor),Frankie J Featuring Baby Bash
2005-04-09,5,Boulevard Of Broken Dreams,Green Day
2005-04-16,1,Candy Shop,50 Cent Featuring Olivia
2005-04-16,2,Hate It Or Love It,The Game Featuring 50 Cent
2005-04-16,3,Since U Been Gone,Kelly Clarkson
2005-04-16,4,Obsession (No Es Amor),Frankie J Featuring Baby Bash
2005-04-16,5,Lonely,Akon
2005-04-23,1,Candy Shop,50 Cent Featuring Olivia
2005-04-23,2,Hate It Or Love It,The Game Featuring 50 Cent
2005-04-23,3,Since U Been Gone,Kelly Clarkson
2005-04-23,4,Lonely,Akon
2005-04-23,5,Obsession (No Es Amor),Frankie J Featuring Baby Bash
2005-04-30,1,Candy Shop,50 Cent Featuring Olivia
2005-04-30,2,Hate It Or Love It,The Game Featuring 50 Cent
2005-04-30,3,Hollaback Girl,Gwen Stefani
2005-04-30,4,Lonely,Akon
2005-04-30,5,Since U Been Gone,Kelly Clarkson
2005-05-07,1,Hollaback Girl,Gwen Stefani
2005-05-07,2,Hate It Or Love It,The Game Featuring 50 Cent
2005-05-07,3,Candy Shop,50 Cent Featuring Olivia
2005-05-07,4,Lonely,Akon
2005-05-07,5,Oh,Ciara Featuring Ludacris
2005-05-14,1,Hollaback Girl,Gwen Stefani
2005-05-14,2,Hate It Or Love It,The Game Featuring 50 Cent
2005-05-14,3,Oh,Ciara Featuring Ludacris
2005-05-14,4,Lonely,Akon
2005-05-14,5,Just A Lil Bit,50 Cent
2005-05-21,1,Hollaback Girl,Gwen Stefani
2005-05-21,2,Oh,Ciara Featuring Ludacris
2005-05-21,3,We Belong Together,Mariah Carey
2005-05-21,4,Hate It Or Love It,The Game Featuring 50 Cent
2005-05-21,5,Just A Lil Bit,50 Cent
2005-05-28,1,Hollaback Girl,Gwen Stefani
2005-05-28,2,We Belong Together,Mariah Carey
2005-05-28,3,Oh,Ciara Featuring Ludacris
2005-05-28,4,Just A Lil Bit,50 Cent
2005-05-28,5,Hate It Or Love It,The Game Featuring 50 Cent
2005-06-04,1,We Belong Together,Mariah Carey
2005-06-04,2,Hollaback Girl,Gwen Stefani
2005-06-04,3,Oh,Ciara Featuring Ludacris
2005-06-04,4,Just A Lil Bit,50 Cent
2005-06-04,5,Don't Phunk With My Heart,The Black Eyed Peas
2005-06-11,1,We Belong Together,Mariah Carey
2005-06-11,2,Hollaback Girl,Gwen Stefani
2005-06-11,3,Oh,Ciara Featuring Ludacris
2005-06-11,4,Just A Lil Bit,50 Cent
2005-06-11,5,Don't Phunk With My Heart,The Black Eyed Peas
2005-06-18,1,We Belong Together,Mariah Carey
2005-06-18,2,Hollaback Girl,Gwen Stefani
2005-06-18,3,Just A Lil Bit,50 Cent
2005-06-18,4,Oh,Ciara Featuring Ludacris
2005-06-18,5,Don't Phunk With My Heart,The Black Eyed Peas
2005-06-25,1,We Belong Together,Mariah Carey
2005-06-25,2,Hollaback Girl,Gwen Stefani
2005-06-25,3,Don't Phunk With My Heart,The Black Eyed Peas
2005-06-25,4,Just A Lil Bit,50 Cent
2005-06-25,5,Oh,Ciara Featuring Ludacris
2005-07-02,1,Inside Your Heaven,Carrie Underwood
2005-07-02,2,We Belong Together,Mariah Carey
2005-07-02,3,Hollaback Girl,Gwen Stefani
2005-07-02,4,Don't Phunk With My Heart,The Black Eyed Peas
2005-07-02,5,Just A Lil Bit,50 Cent
2005-07-09,1,We Belong Together,Mariah Carey
2005-07-09,2,Inside Your Heaven,Bo Bice
2005-07-09,3,Inside Your Heaven,Carrie Underwood
2005-07-09,4,Hollaback Girl,Gwen Stefani
2005-07-09,5,Don't Phunk With My Heart,The Black Eyed Peas
2005-07-16,1,We Belong Together,Mariah Carey
2005-07-16,2,Hollaback Girl,Gwen Stefani
2005-07-16,3,Don't Phunk With My Heart,The Black Eyed Peas
2005-07-16,4,Inside Your Heaven,Carrie Underwood
2005-07-16,5,Inside Your Heaven,Bo Bice
2005-07-23,1,We Belong Together,Mariah Carey
2005-07-23,2,Hollaback Girl,Gwen Stefani
2005-07-23,3,Don't Phunk With My Heart,The Black Eyed Peas
2005-07-23,4,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes
2005-07-23,5,Pon de Replay,Rihanna
2005-07-30,1,We Belong Together,Mariah Carey
2005-07-30,2,Pon de Replay,Rihanna
2005-07-30,3,Hollaback Girl,Gwen Stefani
2005-07-30,4,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes
2005-07-30,5,Don't Phunk With My Heart,The Black Eyed Peas
2005-08-06,1,We Belong Together,Mariah Carey
2005-08-06,2,Pon de Replay,Rihanna
2005-08-06,3,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes
2005-08-06,4,Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop
2005-08-06,5,Let Me Hold You,Bow Wow Featuring Omarion
2005-08-13,1,We Belong Together,Mariah Carey
2005-08-13,2,Pon de Replay,Rihanna
2005-08-13,3,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes
2005-08-13,4,Let Me Hold You,Bow Wow Featuring Omarion
2005-08-13,5,Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop
2005-08-20,1,We Belong Together,Mariah Carey
2005-08-20,2,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes
2005-08-20,3,Pon de Replay,Rihanna
2005-08-20,4,Let Me Hold You,Bow Wow Featuring Omarion
2005-08-20,5,Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop
2005-08-27,1,We Belong Together,Mariah Carey
2005-08-27,2,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes
2005-08-27,3,Pon de Replay,Rihanna
2005-08-27,4,Let Me Hold You,Bow Wow Featuring Omarion
2005-08-27,5,You And Me,Lifehouse
2005-09-03,1,We Belong Together,Mariah Carey
2005-09-03,2,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes
2005-09-03,3,Pon de Replay,Rihanna
2005-09-03,4,Shake It Off,Mariah Carey
2005-09-03,5,Let Me Hold You,Bow Wow Featuring Omarion
2005-09-10,1,We Belong Together,Mariah Carey
2005-09-10,2,Shake It Off,Mariah Carey
2005-09-10,3,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes
2005-09-10,4,Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop
2005-09-10,5,Let Me Hold You,Bow Wow Featuring Omarion
2005-09-17,1,Gold Digger,Kanye West Featuring Jamie Foxx
2005-09-17,2,Shake It Off,Mariah Carey
2005-09-17,3,Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop
2005-09-17,4,We Belong Together,Mariah Carey
2005-09-17,5,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes
2005-09-24,1,Gold Digger,Kanye West Featuring Jamie Foxx
2005-09-24,2,Shake It Off,Mariah Carey
2005-09-24,3,We Belong Together,Mariah Carey
2005-09-24,4,Like You,Bow Wow Featuring Ciara
2005-09-24,5,Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop
2005-10-01,1,Gold Digger,Kanye West Featuring Jamie Foxx
2005-10-01,2,Shake It Off,Mariah Carey
2005-10-01,3,Like You,Bow Wow Featuring Ciara
2005-10-01,4,My Humps,The Black Eyed Peas
2005-10-01,5,We Belong Together,Mariah Carey
2005-10-08,1,Gold Digger,Kanye West Featuring Jamie Foxx
2005-10-08,2,Shake It Off,Mariah Carey
2005-10-08,3,Like You,Bow Wow Featuring Ciara
2005-10-08,4,Photograph,Nickelback
2005-10-08,5,My Humps,The Black Eyed Peas
2005-10-15,1,Gold Digger,Kanye West Featuring Jamie Foxx
2005-10-15,2,Shake It Off,Mariah Carey
2005-10-15,3,Photograph,Nickelback
2005-10-15,4,Like You,Bow Wow Featuring Ciara
2005-10-15,5,My Humps,The Black Eyed Peas
2005-10-22,1,Gold Digger,Kanye West Featuring Jamie Foxx
2005-10-22,2,Photograph,Nickelback
2005-10-22,3,Shake It Off,Mariah Carey
2005-10-22,4,My Humps,The Black Eyed Peas
2005-10-22,5,Like You,Bow Wow Featuring Ciara
2005-10-29,1,Gold Digger,Kanye West Featuring Jamie Foxx
2005-10-29,2,Run It!,Chris Brown
2005-10-29,3,Photograph,Nickelback
2005-10-29,4,My Humps,The Black Eyed Peas
2005-10-29,5,Shake It Off,Mariah Carey
2005-11-05,1,Gold Digger,Kanye West Featuring Jamie Foxx
2005-11-05,2,Run It!,Chris Brown
2005-11-05,3,My Humps,The Black Eyed Peas
2005-11-05,4,Photograph,Nickelback
2005-11-05,5,Soul Survivor,Young Jeezy Featuring Akon
2005-11-12,1,Gold Digger,Kanye West Featuring Jamie Foxx
2005-11-12,2,Run It!,Chris Brown
2005-11-12,3,My Humps,The Black Eyed Peas
2005-11-12,4,Soul Survivor,Young Jeezy Featuring Akon
2005-11-12,5,Photograph,Nickelback
2005-11-19,1,Gold Digger,Kanye West Featuring Jamie Foxx
2005-11-19,2,Run It!,Chris Brown
2005-11-19,3,My Humps,The Black Eyed Peas
2005-11-19,4,Soul Survivor,Young Jeezy Featuring Akon
2005-11-19,5,Photograph,Nickelback
2005-11-26,1,Run It!,Chris Brown
2005-11-26,2,Gold Digger,Kanye West Featuring Jamie Foxx
2005-11-26,3,My Humps,The Black Eyed Peas
2005-11-26,4,Soul Survivor,Young Jeezy Featuring Akon
2005-11-26,5,Photograph,Nickelback
2005-12-03,1,Run It!,Chris Brown
2005-12-03,2,Gold Digger,Kanye West Featuring Jamie Foxx
2005-12-03,3,My Humps,The Black Eyed Peas
2005-12-03,4,Soul Survivor,Young Jeezy Featuring Akon
2005-12-03,5,Photograph,Nickelback
2005-12-10,1,Run It!,Chris Brown
2005-12-10,2,Gold Digger,Kanye West Featuring Jamie Foxx
2005-12-10,3,My Humps,The Black Eyed Peas
2005-12-10,4,Laffy Taffy,D4L
2005-12-10,5,Soul Survivor,Young Jeezy Featuring Akon
2005-12-17,1,Run It!,Chris Brown
2005-12-17,2,Laffy Taffy,D4L
2005-12-17,3,Gold Digger,Kanye West Featuring Jamie Foxx
2005-12-17,4,Photograph,Nickelback
2005-12-17,5,Soul Survivor,Young Jeezy Featuring Akon
2005-12-24,1,Run It!,Chris Brown
2005-12-24,2,Don't Forget About Us,Mariah Carey
2005-12-24,3,Laffy Taffy,D4L
2005-12-24,4,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp"
2005-12-24,5,Photograph,Nickelback
2005-12-31,1,Don't Forget About Us,Mariah Carey
2005-12-31,2,Run It!,Chris Brown
2005-12-31,3,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp"
2005-12-31,4,Laffy Taffy,D4L
2005-12-31,5,Stickwitu,The Pussycat Dolls
2006-01-07,1,Don't Forget About Us,Mariah Carey
2006-01-07,2,Run It!,Chris Brown
2006-01-07,3,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp"
2006-01-07,4,Laffy Taffy,D4L
2006-01-07,5,Photograph,Nickelback
2006-01-14,1,Laffy Taffy,D4L
2006-01-14,2,Run It!,Chris Brown
2006-01-14,3,Photograph,Nickelback
2006-01-14,4,Gold Digger,Kanye West Featuring Jamie Foxx
2006-01-14,5,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp"
2006-01-21,1,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp"
2006-01-21,2,Run It!,Chris Brown
2006-01-21,3,Check On It,Beyonce Featuring Slim Thug
2006-01-21,4,Don't Forget About Us,Mariah Carey
2006-01-21,5,Photograph,Nickelback
2006-01-28,1,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp"
2006-01-28,2,Check On It,Beyonce Featuring Slim Thug
2006-01-28,3,Run It!,Chris Brown
2006-01-28,4,Don't Forget About Us,Mariah Carey
2006-01-28,5,Stickwitu,The Pussycat Dolls
2006-02-04,1,Check On It,Beyonce Featuring Slim Thug
2006-02-04,2,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp"
2006-02-04,3,Run It!,Chris Brown
2006-02-04,4,Be Without You,Mary J. Blige
2006-02-04,5,Stickwitu,The Pussycat Dolls
2006-02-11,1,Check On It,Beyonce Featuring Slim Thug
2006-02-11,2,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp"
2006-02-11,3,Be Without You,Mary J. Blige
2006-02-11,4,Breaking Free,"Zac Efron, Andrew Seeley & Vanessa Anne Hudgens"
2006-02-11,5,You're Beautiful,James Blunt
2006-02-18,1,Check On It,Beyonce Featuring Slim Thug
2006-02-18,2,You're Beautiful,James Blunt
2006-02-18,3,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp"
2006-02-18,4,Be Without You,Mary J. Blige
2006-02-18,5,I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones
2006-02-25,1,Check On It,Beyonce Featuring Slim Thug
2006-02-25,2,You're Beautiful,James Blunt
2006-02-25,3,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp"
2006-02-25,4,Be Without You,Mary J. Blige
2006-02-25,5,I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones
2006-03-04,1,Check On It,Beyonce Featuring Slim Thug
2006-03-04,2,You're Beautiful,James Blunt
2006-03-04,3,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp"
2006-03-04,4,Temperature,Sean Paul
2006-03-04,5,Be Without You,Mary J. Blige
2006-03-11,1,You're Beautiful,James Blunt
2006-03-11,2,Check On It,Beyonce Featuring Slim Thug
2006-03-11,3,Temperature,Sean Paul
2006-03-11,4,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp"
2006-03-11,5,Be Without You,Mary J. Blige
2006-03-18,1,So Sick,Ne-Yo
2006-03-18,2,Temperature,Sean Paul
2006-03-18,3,You're Beautiful,James Blunt
2006-03-18,4,Be Without You,Mary J. Blige
2006-03-18,5,Check On It,Beyonce Featuring Slim Thug
2006-03-25,1,So Sick,Ne-Yo
2006-03-25,2,Temperature,Sean Paul
2006-03-25,3,You're Beautiful,James Blunt
2006-03-25,4,Be Without You,Mary J. Blige
2006-03-25,5,Bad Day,Daniel Powter
2006-04-01,1,Temperature,Sean Paul
2006-04-01,2,Bad Day,Daniel Powter
2006-04-01,3,So Sick,Ne-Yo
2006-04-01,4,You're Beautiful,James Blunt
2006-04-01,5,Be Without You,Mary J. Blige
2006-04-08,1,Bad Day,Daniel Powter
2006-04-08,2,Temperature,Sean Paul
2006-04-08,3,So Sick,Ne-Yo
2006-04-08,4,You're Beautiful,James Blunt
2006-04-08,5,Be Without You,Mary J. Blige
2006-04-15,1,Bad Day,Daniel Powter
2006-04-15,2,Temperature,Sean Paul
2006-04-15,3,You're Beautiful,James Blunt
2006-04-15,4,What You Know,T.I.
2006-04-15,5,Be Without You,Mary J. Blige
2006-04-22,1,Bad Day,Daniel Powter
2006-04-22,2,Temperature,Sean Paul
2006-04-22,3,What You Know,T.I.
2006-04-22,4,You're Beautiful,James Blunt
2006-04-22,5,Be Without You,Mary J. Blige
2006-04-29,1,Bad Day,Daniel Powter
2006-04-29,2,Temperature,Sean Paul
2006-04-29,3,What You Know,T.I.
2006-04-29,4,Control Myself,LL Cool J Featuring Jennifer Lopez
2006-04-29,5,Unwritten,Natasha Bedingfield
2006-05-06,1,Bad Day,Daniel Powter
2006-05-06,2,Temperature,Sean Paul
2006-05-06,3,What You Know,T.I.
2006-05-06,4,Ridin',Chamillionaire Featuring Krayzie Bone
2006-05-06,5,Unwritten,Natasha Bedingfield
2006-05-13,1,SOS,Rihanna
2006-05-13,2,Bad Day,Daniel Powter
2006-05-13,3,Temperature,Sean Paul
2006-05-13,4,Ridin',Chamillionaire Featuring Krayzie Bone
2006-05-13,5,What You Know,T.I.
2006-05-20,1,SOS,Rihanna
2006-05-20,2,Bad Day,Daniel Powter
2006-05-20,3,Temperature,Sean Paul
2006-05-20,4,Ridin',Chamillionaire Featuring Krayzie Bone
2006-05-20,5,Where'd You Go,Fort Minor Featuring Holly Brook
2006-05-27,1,SOS,Rihanna
2006-05-27,2,Bad Day,Daniel Powter
2006-05-27,3,Ridin',Chamillionaire Featuring Krayzie Bone
2006-05-27,4,Temperature,Sean Paul
2006-05-27,5,Where'd You Go,Fort Minor Featuring Holly Brook
2006-06-03,1,Ridin',Chamillionaire Featuring Krayzie Bone
2006-06-03,2,Bad Day,Daniel Powter
2006-06-03,3,SOS,Rihanna
2006-06-03,4,Temperature,Sean Paul
2006-06-03,5,Where'd You Go,Fort Minor Featuring Holly Brook
2006-06-10,1,Ridin',Chamillionaire Featuring Krayzie Bone
2006-06-10,2,Bad Day,Daniel Powter
2006-06-10,3,Promiscuous,Nelly Furtado Featuring Timbaland
2006-06-10,4,Where'd You Go,Fort Minor Featuring Holly Brook
2006-06-10,5,SOS,Rihanna
2006-06-17,1,Hips Don't Lie,Shakira Featuring Wyclef Jean
2006-06-17,2,Ridin',Chamillionaire Featuring Krayzie Bone
2006-06-17,3,Promiscuous,Nelly Furtado Featuring Timbaland
2006-06-17,4,It's Goin' Down,Yung Joc
2006-06-17,5,Bad Day,Daniel Powter
2006-06-24,1,Hips Don't Lie,Shakira Featuring Wyclef Jean
2006-06-24,2,Promiscuous,Nelly Furtado Featuring Timbaland
2006-06-24,3,It's Goin' Down,Yung Joc
2006-06-24,4,Ridin',Chamillionaire Featuring Krayzie Bone
2006-06-24,5,Bad Day,Daniel Powter
2006-07-01,1,Do I Make You Proud,Taylor Hicks
2006-07-01,2,Hips Don't Lie,Shakira Featuring Wyclef Jean
2006-07-01,3,Promiscuous,Nelly Furtado Featuring Timbaland
2006-07-01,4,It's Goin' Down,Yung Joc
2006-07-01,5,Ridin',Chamillionaire Featuring Krayzie Bone
2006-07-08,1,Promiscuous,Nelly Furtado Featuring Timbaland
2006-07-08,2,Hips Don't Lie,Shakira Featuring Wyclef Jean
2006-07-08,3,Do I Make You Proud,Taylor Hicks
2006-07-08,4,It's Goin' Down,Yung Joc
2006-07-08,5,Crazy,Gnarls Barkley
2006-07-15,1,Promiscuous,Nelly Furtado Featuring Timbaland
2006-07-15,2,Hips Don't Lie,Shakira Featuring Wyclef Jean
2006-07-15,3,Crazy,Gnarls Barkley
2006-07-15,4,Me & U,Cassie
2006-07-15,5,It's Goin' Down,Yung Joc
2006-07-22,1,Promiscuous,Nelly Furtado Featuring Timbaland
2006-07-22,2,Crazy,Gnarls Barkley
2006-07-22,3,Me & U,Cassie
2006-07-22,4,Hips Don't Lie,Shakira Featuring Wyclef Jean
2006-07-22,5,It's Goin' Down,Yung Joc
2006-07-29,1,Promiscuous,Nelly Furtado Featuring Timbaland
2006-07-29,2,Crazy,Gnarls Barkley
2006-07-29,3,Me & U,Cassie
2006-07-29,4,Hips Don't Lie,Shakira Featuring Wyclef Jean
2006-07-29,5,It's Goin' Down,Yung Joc
2006-08-05,1,Promiscuous,Nelly Furtado Featuring Timbaland
2006-08-05,2,Crazy,Gnarls Barkley
2006-08-05,3,Me & U,Cassie
2006-08-05,4,Buttons,The Pussycat Dolls Featuring Snoop Dogg
2006-08-05,5,It's Goin' Down,Yung Joc
2006-08-12,1,Promiscuous,Nelly Furtado Featuring Timbaland
2006-08-12,2,Crazy,Gnarls Barkley
2006-08-12,3,Me & U,Cassie
2006-08-12,4,Deja Vu,Beyonce Featuring Jay Z
2006-08-12,5,London Bridge,Fergie
2006-08-19,1,London Bridge,Fergie
2006-08-19,2,Crazy,Gnarls Barkley
2006-08-19,3,Promiscuous,Nelly Furtado Featuring Timbaland
2006-08-19,4,Me & U,Cassie
2006-08-19,5,Buttons,The Pussycat Dolls Featuring Snoop Dogg
2006-08-26,1,London Bridge,Fergie
2006-08-26,2,Crazy,Gnarls Barkley
2006-08-26,3,Promiscuous,Nelly Furtado Featuring Timbaland
2006-08-26,4,Me & U,Cassie
2006-08-26,5,Buttons,The Pussycat Dolls Featuring Snoop Dogg
2006-09-02,1,London Bridge,Fergie
2006-09-02,2,Crazy,Gnarls Barkley
2006-09-02,3,Promiscuous,Nelly Furtado Featuring Timbaland
2006-09-02,4,(When You Gonna) Give It Up To Me,Sean Paul Feat. Keyshia Cole
2006-09-02,5,Buttons,The Pussycat Dolls Featuring Snoop Dogg
2006-09-09,1,SexyBack,Justin Timberlake
2006-09-09,2,London Bridge,Fergie
2006-09-09,3,(When You Gonna) Give It Up To Me,Sean Paul Feat. Keyshia Cole
2006-09-09,4,Crazy,Gnarls Barkley
2006-09-09,5,Buttons,The Pussycat Dolls Featuring Snoop Dogg
2006-09-16,1,SexyBack,Justin Timberlake
2006-09-16,2,London Bridge,Fergie
2006-09-16,3,Crazy,Gnarls Barkley
2006-09-16,4,Buttons,The Pussycat Dolls Featuring Snoop Dogg
2006-09-16,5,(When You Gonna) Give It Up To Me,Sean Paul Feat. Keyshia Cole
2006-09-23,1,SexyBack,Justin Timberlake
2006-09-23,2,London Bridge,Fergie
2006-09-23,3,Buttons,The Pussycat Dolls Featuring Snoop Dogg
2006-09-23,4,Crazy,Gnarls Barkley
2006-09-23,5,(When You Gonna) Give It Up To Me,Sean Paul Feat. Keyshia Cole
2006-09-30,1,SexyBack,Justin Timberlake
2006-09-30,2,Money Maker,Ludacris Featuring Pharrell
2006-09-30,3,Too Little Too Late,JoJo
2006-09-30,4,London Bridge,Fergie
2006-09-30,5,Lips Of An Angel,Hinder
2006-10-07,1,SexyBack,Justin Timberlake
2006-10-07,2,Money Maker,Ludacris Featuring Pharrell
2006-10-07,3,How To Save A Life,The Fray
2006-10-07,4,London Bridge,Fergie
2006-10-07,5,Lips Of An Angel,Hinder
2006-10-14,1,SexyBack,Justin Timberlake
2006-10-14,2,Money Maker,Ludacris Featuring Pharrell
2006-10-14,3,Lips Of An Angel,Hinder
2006-10-14,4,How To Save A Life,The Fray
2006-10-14,5,Chasing Cars,Snow Patrol
2006-10-21,1,SexyBack,Justin Timberlake
2006-10-21,2,Money Maker,Ludacris Featuring Pharrell
2006-10-21,3,Lips Of An Angel,Hinder
2006-10-21,4,Smack That,Akon Featuring Eminem
2006-10-21,5,How To Save A Life,The Fray
2006-10-28,1,Money Maker,Ludacris Featuring Pharrell
2006-10-28,2,SexyBack,Justin Timberlake
2006-10-28,3,Lips Of An Angel,Hinder
2006-10-28,4,Smack That,Akon Featuring Eminem
2006-10-28,5,How To Save A Life,The Fray
2006-11-04,1,Money Maker,Ludacris Featuring Pharrell
2006-11-04,2,Smack That,Akon Featuring Eminem
2006-11-04,3,Lips Of An Angel,Hinder
2006-11-04,4,SexyBack,Justin Timberlake
2006-11-04,5,My Love,Justin Timberlake Featuring T.I.
2006-11-11,1,My Love,Justin Timberlake Featuring T.I.
2006-11-11,2,Smack That,Akon Featuring Eminem
2006-11-11,3,Money Maker,Ludacris Featuring Pharrell
2006-11-11,4,Lips Of An Angel,Hinder
2006-11-11,5,SexyBack,Justin Timberlake
2006-11-18,1,My Love,Justin Timberlake Featuring T.I.
2006-11-18,2,Smack That,Akon Featuring Eminem
2006-11-18,3,Fergalicious,Fergie
2006-11-18,4,Money Maker,Ludacris Featuring Pharrell
2006-11-18,5,Lips Of An Angel,Hinder
2006-11-25,1,My Love,Justin Timberlake Featuring T.I.
2006-11-25,2,Smack That,Akon Featuring Eminem
2006-11-25,3,Fergalicious,Fergie
2006-11-25,4,Irreplaceable,Beyonce
2006-11-25,5,Lips Of An Angel,Hinder
2006-12-02,1,I Wanna Love You,Akon Featuring Snoop Dogg
2006-12-02,2,Smack That,Akon Featuring Eminem
2006-12-02,3,Irreplaceable,Beyonce
2006-12-02,4,My Love,Justin Timberlake Featuring T.I.
2006-12-02,5,Fergalicious,Fergie
2006-12-09,1,I Wanna Love You,Akon Featuring Snoop Dogg
2006-12-09,2,Irreplaceable,Beyonce
2006-12-09,3,Smack That,Akon Featuring Eminem
2006-12-09,4,My Love,Justin Timberlake Featuring T.I.
2006-12-09,5,How To Save A Life,The Fray
2006-12-16,1,Irreplaceable,Beyonce
2006-12-16,2,I Wanna Love You,Akon Featuring Snoop Dogg
2006-12-16,3,Smack That,Akon Featuring Eminem
2006-12-16,4,Fergalicious,Fergie
2006-12-16,5,My Love,Justin Timberlake Featuring T.I.
2006-12-23,1,Irreplaceable,Beyonce
2006-12-23,2,I Wanna Love You,Akon Featuring Snoop Dogg
2006-12-23,3,Fergalicious,Fergie
2006-12-23,4,Smack That,Akon Featuring Eminem
2006-12-23,5,My Love,Justin Timberlake Featuring T.I.
2006-12-30,1,Irreplaceable,Beyonce
2006-12-30,2,I Wanna Love You,Akon Featuring Snoop Dogg
2006-12-30,3,Smack That,Akon Featuring Eminem
2006-12-30,4,Fergalicious,Fergie
2006-12-30,5,My Love,Justin Timberlake Featuring T.I.
2007-01-06,1,Irreplaceable,Beyonce
2007-01-06,2,I Wanna Love You,Akon Featuring Snoop Dogg
2007-01-06,3,Fergalicious,Fergie
2007-01-06,4,Smack That,Akon Featuring Eminem
2007-01-06,5,My Love,Justin Timberlake Featuring T.I.
2007-01-13,1,Irreplaceable,Beyonce
2007-01-13,2,Fergalicious,Fergie
2007-01-13,3,Smack That,Akon Featuring Eminem
2007-01-13,4,I Wanna Love You,Akon Featuring Snoop Dogg
2007-01-13,5,How To Save A Life,The Fray
2007-01-20,1,Irreplaceable,Beyonce
2007-01-20,2,I Wanna Love You,Akon Featuring Snoop Dogg
2007-01-20,3,Fergalicious,Fergie
2007-01-20,4,Smack That,Akon Featuring Eminem
2007-01-20,5,Say It Right,Nelly Furtado
2007-01-27,1,Irreplaceable,Beyonce
2007-01-27,2,I Wanna Love You,Akon Featuring Snoop Dogg
2007-01-27,3,Fergalicious,Fergie
2007-01-27,4,Say It Right,Nelly Furtado
2007-01-27,5,Smack That,Akon Featuring Eminem
2007-02-03,1,Irreplaceable,Beyonce
2007-02-03,2,"This Ain't A Scene, It's An Arms Race",Fall Out Boy
2007-02-03,3,Say It Right,Nelly Furtado
2007-02-03,4,I Wanna Love You,Akon Featuring Snoop Dogg
